# file: Allelelist_history.txt
# date: 2025-12-10
# version: IPD-KIR 2.15.0
# origin: https://github.com/ANHIG/IPDKIR/Allelelist_history.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allelelist_history.txt
# author: IPD Team (ipdsubs@anthonynolan.org)
KIR_ID,2150,2140,2130,2120,2110,2100,2090,2080,2071,2070,2060,2050,2040,2030,2020,2010,2001,2000,1040,1030,1021,1020,1011,1010,1000
KIR00963,KIR3DL2*11002,KIR3DL2*11002,KIR3DL2*11002,KIR3DL2*11002,KIR3DL2*11002,KIR3DL2*11002,KIR3DL2*11002,KIR3DL2*11002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00964,KIR3DL1*0010104,KIR3DL1*0010104,KIR3DL1*0010104,KIR3DL1*0010104,KIR3DL1*0010104,KIR3DL1*0010104,KIR3DL1*0010104,KIR3DL1*0010104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00965,KIR3DL1*0010105,KIR3DL1*0010105,KIR3DL1*0010105,KIR3DL1*0010105,KIR3DL1*0010105,KIR3DL1*0010105,KIR3DL1*0010105,KIR3DL1*0010105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00966,KIR3DL1*112,KIR3DL1*112,KIR3DL1*112,KIR3DL1*112,KIR3DL1*112,KIR3DL1*112,KIR3DL1*112,KIR3DL1*112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00967,KIR2DL4*039,KIR2DL4*039,KIR2DL4*039,KIR2DL4*039,KIR2DL4*039,KIR2DL4*039,KIR2DL4*039,KIR2DL4*039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00968,KIR2DL4*040,KIR2DL4*040,KIR2DL4*040,KIR2DL4*040,KIR2DL4*040,KIR2DL4*040,KIR2DL4*040,KIR2DL4*040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00969,KIR2DL4*00106,KIR2DL4*00106,KIR2DL4*00106,KIR2DL4*00106,KIR2DL4*00106,KIR2DL4*00106,KIR2DL4*00106,KIR2DL4*00106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00970,KIR2DS5*01202,KIR2DS5*01202,KIR2DS5*01202,KIR2DS5*01202,KIR2DS5*01202,KIR2DS5*01202,KIR2DS5*01202,KIR2DS5*01202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00971,KIR3DL1*0150213,KIR3DL1*0150213,KIR3DL1*0150213,KIR3DL1*0150213,KIR3DL1*0150213,KIR3DL1*0150213,KIR3DL1*0150213,KIR3DL1*0150213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00972,KIR2DL5B*0020202,KIR2DL5B*0020202,KIR2DL5B*0020202,KIR2DL5B*0020202,KIR2DL5B*0020202,KIR2DL5B*0020202,KIR2DL5B*0020202,KIR2DL5B*0020202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00973,KIR2DS2*00105,KIR2DS2*00105,KIR2DS2*00105,KIR2DS2*00105,KIR2DS2*00105,KIR2DS2*00105,KIR2DS2*00105,KIR2DS2*00105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00974,KIR3DL1*113,KIR3DL1*113,KIR3DL1*113,KIR3DL1*113,KIR3DL1*113,KIR3DL1*113,KIR3DL1*113,KIR3DL1*113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00975,KIR3DL3*071,KIR3DL3*071,KIR3DL3*071,KIR3DL3*071,KIR3DL3*071,KIR3DL3*071,KIR3DL3*071,KIR3DL3*071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00976,KIR3DL3*01104,KIR3DL3*01104,KIR3DL3*01104,KIR3DL3*01104,KIR3DL3*01104,KIR3DL3*01104,KIR3DL3*01104,KIR3DL3*01104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00977,KIR3DL3*01103,KIR3DL3*01103,KIR3DL3*01103,KIR3DL3*01103,KIR3DL3*01103,KIR3DL3*01103,KIR3DL3*01103,KIR3DL3*01103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00978,KIR2DL1*0010102,KIR2DL1*0010102,KIR2DL1*0010102,KIR2DL1*0010102,KIR2DL1*0010102,KIR2DL1*0010102,KIR2DL1*0010102,KIR2DL1*0010102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00979,KIR2DL1*0010103,KIR2DL1*0010103,KIR2DL1*0010103,KIR2DL1*0010103,KIR2DL1*0010103,KIR2DL1*0010103,KIR2DL1*0010103,KIR2DL1*0010103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00980,KIR2DL1*0370101,KIR2DL1*0370101,KIR2DL1*0370101,KIR2DL1*0370101,KIR2DL1*0370101,KIR2DL1*0370101,KIR2DL1*037,KIR2DL1*037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00981,KIR2DL1*038,KIR2DL1*038,KIR2DL1*038,KIR2DL1*038,KIR2DL1*038,KIR2DL1*038,KIR2DL1*038,KIR2DL1*038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00982,KIR2DL1*00404,KIR2DL1*00404,KIR2DL1*00404,KIR2DL1*00404,KIR2DL1*00404,KIR2DL1*00404,KIR2DL1*00404,KIR2DL1*00404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00983,KIR3DL1*114,KIR3DL1*114,KIR3DL1*114,KIR3DL1*114,KIR3DL1*114,KIR3DL1*114,KIR3DL1*114,KIR3DL1*114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00984,KIR2DL2*014,KIR2DL2*014,KIR2DL2*014,KIR2DL2*014,KIR2DL2*014,KIR2DL2*014,KIR2DL2*014,KIR2DL2*014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00985,KIR2DL2*015,KIR2DL2*015,KIR2DL2*015,KIR2DL2*015,KIR2DL2*015,KIR2DL2*015,KIR2DL2*015,KIR2DL2*015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00986,KIR3DL1*115,KIR3DL1*115,KIR3DL1*115,KIR3DL1*115,KIR3DL1*115,KIR3DL1*115,KIR3DL1*115,KIR3DL1*115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00987,KIR3DL1*116,KIR3DL1*116,KIR3DL1*116,KIR3DL1*116,KIR3DL1*116,KIR3DL1*116,KIR3DL1*116,KIR3DL1*116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00988,KIR3DL1*117,KIR3DL1*117,KIR3DL1*117,KIR3DL1*117,KIR3DL1*117,KIR3DL1*117,KIR3DL1*117,KIR3DL1*117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00989,KIR3DL1*118,KIR3DL1*118,KIR3DL1*118,KIR3DL1*118,KIR3DL1*118,KIR3DL1*118,KIR3DL1*118,KIR3DL1*118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00990,KIR2DL4*041,KIR2DL4*041,KIR2DL4*041,KIR2DL4*041,KIR2DL4*041,KIR2DL4*041,KIR2DL4*041,KIR2DL4*041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00991,KIR2DL4*01102,KIR2DL4*01102,KIR2DL4*01102,KIR2DL4*01102,KIR2DL4*01102,KIR2DL4*01102,KIR2DL4*01102,KIR2DL4*01102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00992,KIR2DL5A*0230101,KIR2DL5A*0230101,KIR2DL5A*0230101,KIR2DL5A*0230101,KIR2DL5A*0230101,KIR2DL5A*0230101,KIR2DL5A*023,KIR2DL5A*023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00993,KIR2DL5A*024,KIR2DL5A*024,KIR2DL5A*024,KIR2DL5A*024,KIR2DL5A*024,KIR2DL5A*024,KIR2DL5A*024,KIR2DL5A*024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00994,KIR2DL5B*00204,KIR2DL5B*00204,KIR2DL5B*00204,KIR2DL5B*00204,KIR2DL5B*00204,KIR2DL5B*00204,KIR2DL5B*00204,KIR2DL5B*00204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00995,KIR2DS4*019,KIR2DS4*019,KIR2DS4*019,KIR2DS4*019,KIR2DS4*019,KIR2DS4*019,KIR2DS4*019,KIR2DS4*019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00996,KIR2DS4*020,KIR2DS4*020,KIR2DS4*020,KIR2DS4*020,KIR2DS4*020,KIR2DS4*020,KIR2DS4*020,KIR2DS4*020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00997,KIR3DL2*00710,KIR3DL2*00710,KIR3DL2*00710,KIR3DL2*00710,KIR3DL2*00710,KIR3DL2*00710,KIR3DL2*00710,KIR3DL2*00710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00998,KIR3DL2*111,KIR3DL2*111,KIR3DL2*111,KIR3DL2*111,KIR3DL2*111,KIR3DL2*111,KIR3DL2*111,KIR3DL2*111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR00999,KIR3DL2*112,KIR3DL2*112,KIR3DL2*112,KIR3DL2*112,KIR3DL2*112,KIR3DL2*112,KIR3DL2*112,KIR3DL2*112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01000,KIR3DL3*072,KIR3DL3*072,KIR3DL3*072,KIR3DL3*072,KIR3DL3*072,KIR3DL3*072,KIR3DL3*072,KIR3DL3*072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01001,KIR3DL3*073,KIR3DL3*073,KIR3DL3*073,KIR3DL3*073,KIR3DL3*073,KIR3DL3*073,KIR3DL3*073,KIR3DL3*073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01002,KIR3DL3*074,KIR3DL3*074,KIR3DL3*074,KIR3DL3*074,KIR3DL3*074,KIR3DL3*074,KIR3DL3*074,KIR3DL3*074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01003,KIR3DL3*00906,KIR3DL3*00906,KIR3DL3*00906,KIR3DL3*00906,KIR3DL3*00906,KIR3DL3*00906,KIR3DL3*00906,KIR3DL3*00906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01004,KIR3DL3*075,KIR3DL3*075,KIR3DL3*075,KIR3DL3*075,KIR3DL3*075,KIR3DL3*075,KIR3DL3*075,KIR3DL3*075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01005,KIR3DL3*076,KIR3DL3*076,KIR3DL3*076,KIR3DL3*076,KIR3DL3*076,KIR3DL3*076,KIR3DL3*076,KIR3DL3*076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01006,KIR3DL3*01409,KIR3DL3*01409,KIR3DL3*01409,KIR3DL3*01409,KIR3DL3*01409,KIR3DL3*01409,KIR3DL3*01409,KIR3DL3*01409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01007,KIR3DL3*077,KIR3DL3*077,KIR3DL3*077,KIR3DL3*077,KIR3DL3*077,KIR3DL3*077,KIR3DL3*077,KIR3DL3*077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01008,KIR3DL3*078,KIR3DL3*078,KIR3DL3*078,KIR3DL3*078,KIR3DL3*078,KIR3DL3*078,KIR3DL3*078,KIR3DL3*078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01009,KIR3DL3*00303,KIR3DL3*00303,KIR3DL3*00303,KIR3DL3*00303,KIR3DL3*00303,KIR3DL3*00303,KIR3DL3*00303,KIR3DL3*00303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01010,KIR3DL3*079,KIR3DL3*079,KIR3DL3*079,KIR3DL3*079,KIR3DL3*079,KIR3DL3*079,KIR3DL3*079,KIR3DL3*079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01011,KIR3DL3*080N,KIR3DL3*080N,KIR3DL3*080N,KIR3DL3*080N,KIR3DL3*080N,KIR3DL3*080N,KIR3DL3*080N,KIR3DL3*080N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01012,KIR3DL3*01410,KIR3DL3*01410,KIR3DL3*01410,KIR3DL3*01410,KIR3DL3*01410,KIR3DL3*01410,KIR3DL3*01410,KIR3DL3*01410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01013,KIR3DL3*01702,KIR3DL3*01702,KIR3DL3*01702,KIR3DL3*01702,KIR3DL3*01702,KIR3DL3*01702,KIR3DL3*01702,KIR3DL3*01702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01014,KIR3DL3*00304,KIR3DL3*00304,KIR3DL3*00304,KIR3DL3*00304,KIR3DL3*00304,KIR3DL3*00304,KIR3DL3*00304,KIR3DL3*00304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01015,KIR3DL3*081,KIR3DL3*081,KIR3DL3*081,KIR3DL3*081,KIR3DL3*081,KIR3DL3*081,KIR3DL3*081,KIR3DL3*081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01016,KIR3DL3*082,KIR3DL3*082,KIR3DL3*082,KIR3DL3*082,KIR3DL3*082,KIR3DL3*082,KIR3DL3*082,KIR3DL3*082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01017,KIR3DL3*02704,KIR3DL3*02704,KIR3DL3*02704,KIR3DL3*02704,KIR3DL3*02704,KIR3DL3*02704,KIR3DL3*02704,KIR3DL3*02704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01018,KIR3DL3*083,KIR3DL3*083,KIR3DL3*083,KIR3DL3*083,KIR3DL3*083,KIR3DL3*083,KIR3DL3*083,KIR3DL3*083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01019,KIR3DL3*00403,KIR3DL3*00403,KIR3DL3*00403,KIR3DL3*00403,KIR3DL3*00403,KIR3DL3*00403,KIR3DL3*00403,KIR3DL3*00403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01020,KIR3DL3*084,KIR3DL3*084,KIR3DL3*084,KIR3DL3*084,KIR3DL3*084,KIR3DL3*084,KIR3DL3*084,KIR3DL3*084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01021,KIR3DL3*01105,KIR3DL3*01105,KIR3DL3*01105,KIR3DL3*01105,KIR3DL3*01105,KIR3DL3*01105,KIR3DL3*01105,KIR3DL3*01105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01022,KIR3DL3*02705,KIR3DL3*02705,KIR3DL3*02705,KIR3DL3*02705,KIR3DL3*02705,KIR3DL3*02705,KIR3DL3*02705,KIR3DL3*02705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01023,KIR3DL3*085,KIR3DL3*085,KIR3DL3*085,KIR3DL3*085,KIR3DL3*085,KIR3DL3*085,KIR3DL3*085,KIR3DL3*085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01024,KIR3DL3*086,KIR3DL3*086,KIR3DL3*086,KIR3DL3*086,KIR3DL3*086,KIR3DL3*086,KIR3DL3*086,KIR3DL3*086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01025,KIR3DL3*087,KIR3DL3*087,KIR3DL3*087,KIR3DL3*087,KIR3DL3*087,KIR3DL3*087,KIR3DL3*087,KIR3DL3*087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01026,KIR3DL3*088,KIR3DL3*088,KIR3DL3*088,KIR3DL3*088,KIR3DL3*088,KIR3DL3*088,KIR3DL3*088,KIR3DL3*088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01027,KIR3DL3*089,KIR3DL3*089,KIR3DL3*089,KIR3DL3*089,KIR3DL3*089,KIR3DL3*089,KIR3DL3*089,KIR3DL3*089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01028,KIR3DL3*01411,KIR3DL3*01411,KIR3DL3*01411,KIR3DL3*01411,KIR3DL3*01411,KIR3DL3*01411,KIR3DL3*01411,KIR3DL3*01411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01029,KIR3DL3*090,KIR3DL3*090,KIR3DL3*090,KIR3DL3*090,KIR3DL3*090,KIR3DL3*090,KIR3DL3*090,KIR3DL3*090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01030,KIR3DL3*091,KIR3DL3*091,KIR3DL3*091,KIR3DL3*091,KIR3DL3*091,KIR3DL3*091,KIR3DL3*091,KIR3DL3*091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01031,KIR3DL3*092,KIR3DL3*092,KIR3DL3*092,KIR3DL3*092,KIR3DL3*092,KIR3DL3*092,KIR3DL3*092,KIR3DL3*092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01032,KIR3DL3*01412,KIR3DL3*01412,KIR3DL3*01412,KIR3DL3*01412,KIR3DL3*01412,KIR3DL3*01412,KIR3DL3*01412,KIR3DL3*01412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01033,KIR3DL3*093,KIR3DL3*093,KIR3DL3*093,KIR3DL3*093,KIR3DL3*093,KIR3DL3*093,KIR3DL3*093,KIR3DL3*093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01034,KIR3DL3*094,KIR3DL3*094,KIR3DL3*094,KIR3DL3*094,KIR3DL3*094,KIR3DL3*094,KIR3DL3*094,KIR3DL3*094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01036,KIR3DL2*113,KIR3DL2*113,KIR3DL2*113,KIR3DL2*113,KIR3DL2*113,KIR3DL2*113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01037,KIR3DL2*114,KIR3DL2*114,KIR3DL2*114,KIR3DL2*114,KIR3DL2*114,KIR3DL2*114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01038,KIR2DL1*0020104,KIR2DL1*0020104,KIR2DL1*0020104,KIR2DL1*0020104,KIR2DL1*0020104,KIR2DL1*0020104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01039,KIR2DL5A*0010104,KIR2DL5A*0010104,KIR2DL5A*0010104,KIR2DL5A*0010104,KIR2DL5A*0010104,KIR2DL5A*0010104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01040,KIR3DL2*115,KIR3DL2*115,KIR3DL2*115,KIR3DL2*115,KIR3DL2*115,KIR3DL2*115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01041,KIR2DL5A*0010105,KIR2DL5A*0010105,KIR2DL5A*0010105,KIR2DL5A*0010105,KIR2DL5A*0010105,KIR2DL5A*0010105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01042,KIR3DL3*01503,KIR3DL3*01503,KIR3DL3*01503,KIR3DL3*01503,KIR3DL3*01503,KIR3DL3*01503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01043,KIR3DL1*0200103,KIR3DL1*0200103,KIR3DL1*0200103,KIR3DL1*0200103,KIR3DL1*0200103,KIR3DL1*0200103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01044,KIR3DL1*0150214,KIR3DL1*0150214,KIR3DL1*0150214,KIR3DL1*0150214,KIR3DL1*0150214,KIR3DL1*0150214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01045,KIR3DL1*0050106,KIR3DL1*0050106,KIR3DL1*0050106,KIR3DL1*0050106,KIR3DL1*0050106,KIR3DL1*0050106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01046,KIR3DL1*0080102,KIR3DL1*0080102,KIR3DL1*0080102,KIR3DL1*0080102,KIR3DL1*0080102,KIR3DL1*0080102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01047,KIR2DL1*0030211,KIR2DL1*0030211,KIR2DL1*0030211,KIR2DL1*0030211,KIR2DL1*0030211,KIR2DL1*0030211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01048,KIR2DL1*0030212,KIR2DL1*0030212,KIR2DL1*0030212,KIR2DL1*0030212,KIR2DL1*0030212,KIR2DL1*0030212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01049,KIR3DL1*0040104,KIR3DL1*0040104,KIR3DL1*0040104,KIR3DL1*0040104,KIR3DL1*0040104,KIR3DL1*0040104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01050,KIR3DL1*0040105,KIR3DL1*0040105,KIR3DL1*0040105,KIR3DL1*0040105,KIR3DL1*0040105,KIR3DL1*0040105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01051,KIR3DL1*0150215,KIR3DL1*0150215,KIR3DL1*0150215,KIR3DL1*0150215,KIR3DL1*0150215,KIR3DL1*0150215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01052,KIR2DL1*0040103,KIR2DL1*0040103,KIR2DL1*0040103,KIR2DL1*0040103,KIR2DL1*0040103,KIR2DL1*0040103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01053,KIR2DL1*0040104,KIR2DL1*0040104,KIR2DL1*0040104,KIR2DL1*0040104,KIR2DL1*0040104,KIR2DL1*0040104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01054,KIR3DL1*0050107,KIR3DL1*0050107,KIR3DL1*0050107,KIR3DL1*0050107,KIR3DL1*0050107,KIR3DL1*0050107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01055,KIR2DL1*0020105,KIR2DL1*0020105,KIR2DL1*0020105,KIR2DL1*0020105,KIR2DL1*0020105,KIR2DL1*0020105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01056,KIR2DL1*0020106,KIR2DL1*0020106,KIR2DL1*0020106,KIR2DL1*0020106,KIR2DL1*0020106,KIR2DL1*0020106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01057,KIR3DL1*0020104,KIR3DL1*0020104,KIR3DL1*0020104,KIR3DL1*0020104,KIR3DL1*0020104,KIR3DL1*0020104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01058,KIR3DL1*0020105,KIR3DL1*0020105,KIR3DL1*0020105,KIR3DL1*0020105,KIR3DL1*0020105,KIR3DL1*0020105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01059,KIR2DL1*0020107,KIR2DL1*0020107,KIR2DL1*0020107,KIR2DL1*0020107,KIR2DL1*0020107,KIR2DL1*0020107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01060,KIR3DL1*1190101,KIR3DL1*1190101,KIR3DL1*1190101,KIR3DL1*1190101,KIR3DL1*1190101,KIR3DL1*1190101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KIR01061,KIR2DL1*0030213,KIR2DL1*0030213,KIR2DL1*0030213,KIR2DL1*0030213,KIR2DL1*0030213,KIR2DL1*0030213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
