# file: allele_oid.txt
# date: 2022-12-12
# version: IPD-KIR 2.12.0
# origin: https://github.com/ANHIG/IPDKIR/allele_oid.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/allele_oid.txt
# author: Steven G. E. Marsh (steven.marsh@ucl.ac.uk)
Allele,OID
KIR3DL1*0010109,2.16.840.1.113883.13.252.2.1.1110
KIR3DL1*0010110,2.16.840.1.113883.13.252.2.1.1124
KIR3DL1*0010111,2.16.840.1.113883.13.252.2.1.1128
KIR3DL1*00102,2.16.840.1.113883.13.252.2.1.55
KIR3DL1*00103,2.16.840.1.113883.13.252.2.1.809
KIR3DL1*00104,2.16.840.1.113883.13.252.2.1.857
KIR3DL1*00105,2.16.840.1.113883.13.252.2.1.877
KIR3DL1*0020101,2.16.840.1.113883.13.252.2.1.56
KIR3DL1*0020102,2.16.840.1.113883.13.252.2.1.1071
KIR3DL1*0020103,2.16.840.1.113883.13.252.2.1.1117
KIR3DL1*0020104,2.16.840.1.113883.13.252.2.1.1057
KIR3DL1*0020105,2.16.840.1.113883.13.252.2.1.1058
KIR3DL1*0040101,2.16.840.1.113883.13.252.2.1.58
KIR3DL1*0040102,2.16.840.1.113883.13.252.2.1.758
KIR3DL1*0040103,2.16.840.1.113883.13.252.2.1.762
KIR3DL1*0040104,2.16.840.1.113883.13.252.2.1.1049
KIR3DL1*0040105,2.16.840.1.113883.13.252.2.1.1050
KIR3DL1*0040106,2.16.840.1.113883.13.252.2.1.1093
KIR3DL1*0040107,2.16.840.1.113883.13.252.2.1.1097
KIR3DL1*0040108,2.16.840.1.113883.13.252.2.1.1114
KIR3DL1*0040109,2.16.840.1.113883.13.252.2.1.1119
KIR3DL1*00402,2.16.840.1.113883.13.252.2.1.59
KIR3DL1*00403,2.16.840.1.113883.13.252.2.1.526
KIR3DL1*00404,2.16.840.1.113883.13.252.2.1.854
KIR3DL1*0050101,2.16.840.1.113883.13.252.2.1.60
KIR3DL1*0050102,2.16.840.1.113883.13.252.2.1.456
KIR3DL1*0050103,2.16.840.1.113883.13.252.2.1.707
KIR3DL1*0050104,2.16.840.1.113883.13.252.2.1.716
KIR3DL1*0050105,2.16.840.1.113883.13.252.2.1.718
KIR3DL1*0050106,2.16.840.1.113883.13.252.2.1.1045
KIR3DL1*0050107,2.16.840.1.113883.13.252.2.1.1054
KIR3DL1*0050108,2.16.840.1.113883.13.252.2.1.1067
KIR3DL1*0050109,2.16.840.1.113883.13.252.2.1.1092
KIR3DL1*0050110,2.16.840.1.113883.13.252.2.1.1102
KIR3DL1*0050111,2.16.840.1.113883.13.252.2.1.1120
KIR3DL1*00502,2.16.840.1.113883.13.252.2.1.160
KIR3DL1*00503,2.16.840.1.113883.13.252.2.1.673
KIR3DL1*00504,2.16.840.1.113883.13.252.2.1.855
KIR3DL1*00505,2.16.840.1.113883.13.252.2.1.873
KIR3DL1*006,2.16.840.1.113883.13.252.2.1.61
KIR3DL1*0070101,2.16.840.1.113883.13.252.2.1.62
KIR3DL1*0070102,2.16.840.1.113883.13.252.2.1.639
KIR3DL1*0070103,2.16.840.1.113883.13.252.2.1.712
KIR3DL1*0070104,2.16.840.1.113883.13.252.2.1.714
KIR3DL1*0070105,2.16.840.1.113883.13.252.2.1.1103
KIR3DL1*0070106,2.16.840.1.113883.13.252.2.1.1109
KIR3DL1*00702,2.16.840.1.113883.13.252.2.1.1610
KIR3DL1*00703,2.16.840.1.113883.13.252.2.1.1611
KIR3DL1*0080101,2.16.840.1.113883.13.252.2.1.63
KIR3DL1*0080102,2.16.840.1.113883.13.252.2.1.1046
KIR3DL1*0090101,2.16.840.1.113883.13.252.2.1.64
KIR3DL1*0090102,2.16.840.1.113883.13.252.2.1.1075
KIR3DL1*0090103,2.16.840.1.113883.13.252.2.1.1112
KIR3DL1*0090104,2.16.840.1.113883.13.252.2.1.1127
KIR3DL1*0150101,2.16.840.1.113883.13.252.2.1.102
KIR3DL1*0150102,2.16.840.1.113883.13.252.2.1.754
KIR3DL1*0150103,2.16.840.1.113883.13.252.2.1.755
KIR3DL1*0150201,2.16.840.1.113883.13.252.2.1.57
KIR3DL1*0150202,2.16.840.1.113883.13.252.2.1.479
KIR3DL1*0150203,2.16.840.1.113883.13.252.2.1.480
KIR3DL1*0150204,2.16.840.1.113883.13.252.2.1.720
KIR3DL1*0150205,2.16.840.1.113883.13.252.2.1.722
KIR3DL1*0150206,2.16.840.1.113883.13.252.2.1.724
KIR3DL1*0150207,2.16.840.1.113883.13.252.2.1.725
KIR3DL1*0150208,2.16.840.1.113883.13.252.2.1.726
KIR3DL1*0150209,2.16.840.1.113883.13.252.2.1.727
KIR3DL1*0150210,2.16.840.1.113883.13.252.2.1.728
KIR3DL1*0150211,2.16.840.1.113883.13.252.2.1.759
KIR3DL1*0150212,2.16.840.1.113883.13.252.2.1.760
KIR3DL1*0150213,2.16.840.1.113883.13.252.2.1.971
KIR3DL1*0150214,2.16.840.1.113883.13.252.2.1.1044
KIR3DL1*0150215,2.16.840.1.113883.13.252.2.1.1051
KIR3DL1*0150216,2.16.840.1.113883.13.252.2.1.1066
KIR3DL1*0150217,2.16.840.1.113883.13.252.2.1.1096
KIR3DL1*0150218,2.16.840.1.113883.13.252.2.1.1121
KIR3DL1*01503,2.16.840.1.113883.13.252.2.1.501
KIR3DL1*01504,2.16.840.1.113883.13.252.2.1.676
KIR3DL1*01505,2.16.840.1.113883.13.252.2.1.742
KIR3DL1*01506,2.16.840.1.113883.13.252.2.1.872
KIR3DL1*01507,2.16.840.1.113883.13.252.2.1.1626
KIR3DL1*01508,2.16.840.1.113883.13.252.2.1.1619
KIR3DL1*016,2.16.840.1.113883.13.252.2.1.104
KIR3DL1*01701,2.16.840.1.113883.13.252.2.1.105
KIR3DL1*01702,2.16.840.1.113883.13.252.2.1.233
KIR3DL1*018,2.16.840.1.113883.13.252.2.1.106
KIR3DL1*019,2.16.840.1.113883.13.252.2.1.108
KIR3DL1*0200101,2.16.840.1.113883.13.252.2.1.133
KIR3DL1*0200102,2.16.840.1.113883.13.252.2.1.723
KIR3DL1*0200103,2.16.840.1.113883.13.252.2.1.1043
KIR3DL1*021,2.16.840.1.113883.13.252.2.1.144
KIR3DL1*022,2.16.840.1.113883.13.252.2.1.145
KIR3DL1*023,2.16.840.1.113883.13.252.2.1.147
KIR3DL1*024N,2.16.840.1.113883.13.252.2.1.148
KIR3DL1*0250101,2.16.840.1.113883.13.252.2.1.149
KIR3DL1*0250102,2.16.840.1.113883.13.252.2.1.756
KIR3DL1*0250103,2.16.840.1.113883.13.252.2.1.757
KIR3DL1*026,2.16.840.1.113883.13.252.2.1.150
KIR3DL1*02701,2.16.840.1.113883.13.252.2.1.151
KIR3DL1*02702,2.16.840.1.113883.13.252.2.1.745
KIR3DL1*028,2.16.840.1.113883.13.252.2.1.152
KIR3DL1*0290101,2.16.840.1.113883.13.252.2.1.153
KIR3DL1*0290102,2.16.840.1.113883.13.252.2.1.638
KIR3DL1*030,2.16.840.1.113883.13.252.2.1.154
KIR3DL1*0310101,2.16.840.1.113883.13.252.2.1.155
KIR3DL1*0310102,2.16.840.1.113883.13.252.2.1.763
KIR3DL1*03102,2.16.840.1.113883.13.252.2.1.506
KIR3DL1*032,2.16.840.1.113883.13.252.2.1.156
KIR3DL1*033,2.16.840.1.113883.13.252.2.1.157
KIR3DL1*034,2.16.840.1.113883.13.252.2.1.158
KIR3DL1*03501,2.16.840.1.113883.13.252.2.1.159
KIR3DL1*03502,2.16.840.1.113883.13.252.2.1.747
KIR3DL1*036,2.16.840.1.113883.13.252.2.1.162
KIR3DL1*037,2.16.840.1.113883.13.252.2.1.163
KIR3DL1*038,2.16.840.1.113883.13.252.2.1.169
KIR3DL1*039,2.16.840.1.113883.13.252.2.1.170
KIR3DL1*040,2.16.840.1.113883.13.252.2.1.171
KIR3DL1*041,2.16.840.1.113883.13.252.2.1.172
KIR3DL1*042,2.16.840.1.113883.13.252.2.1.173
KIR3DL1*043,2.16.840.1.113883.13.252.2.1.174
KIR3DL1*044,2.16.840.1.113883.13.252.2.1.161
KIR3DL1*051,2.16.840.1.113883.13.252.2.1.238
KIR3DL1*052,2.16.840.1.113883.13.252.2.1.239
KIR3DL1*053,2.16.840.1.113883.13.252.2.1.240
KIR3DL1*054,2.16.840.1.113883.13.252.2.1.241
KIR3DL1*056,2.16.840.1.113883.13.252.2.1.250
KIR3DL1*057,2.16.840.1.113883.13.252.2.1.251
KIR3DL1*05901,2.16.840.1.113883.13.252.2.1.311
KIR3DL1*05902,2.16.840.1.113883.13.252.2.1.860
KIR3DL1*060,2.16.840.1.113883.13.252.2.1.312
KIR3DL1*061,2.16.840.1.113883.13.252.2.1.310
KIR3DL1*062,2.16.840.1.113883.13.252.2.1.454
KIR3DL1*063,2.16.840.1.113883.13.252.2.1.455
KIR3DL1*064,2.16.840.1.113883.13.252.2.1.500
KIR3DL1*065,2.16.840.1.113883.13.252.2.1.502
KIR3DL1*066,2.16.840.1.113883.13.252.2.1.503
KIR3DL1*067,2.16.840.1.113883.13.252.2.1.504
KIR3DL1*068,2.16.840.1.113883.13.252.2.1.505
KIR3DL1*069,2.16.840.1.113883.13.252.2.1.508
KIR3DL1*070,2.16.840.1.113883.13.252.2.1.509
KIR3DL1*071,2.16.840.1.113883.13.252.2.1.511
KIR3DL1*072,2.16.840.1.113883.13.252.2.1.527
KIR3DL1*073,2.16.840.1.113883.13.252.2.1.528
KIR3DL1*074,2.16.840.1.113883.13.252.2.1.681
KIR3DL1*075,2.16.840.1.113883.13.252.2.1.679
KIR3DL1*076,2.16.840.1.113883.13.252.2.1.701
KIR3DL1*077,2.16.840.1.113883.13.252.2.1.730
KIR3DL1*079,2.16.840.1.113883.13.252.2.1.743
KIR3DL1*080,2.16.840.1.113883.13.252.2.1.744
KIR3DL1*081N,2.16.840.1.113883.13.252.2.1.746
KIR3DL1*086,2.16.840.1.113883.13.252.2.1.767
KIR3DL1*087,2.16.840.1.113883.13.252.2.1.766
KIR3DL1*088,2.16.840.1.113883.13.252.2.1.810
KIR3DL1*089,2.16.840.1.113883.13.252.2.1.811
KIR3DL1*090,2.16.840.1.113883.13.252.2.1.812
KIR3DL1*091,2.16.840.1.113883.13.252.2.1.813
KIR3DL1*092,2.16.840.1.113883.13.252.2.1.814
KIR3DL1*093,2.16.840.1.113883.13.252.2.1.815
KIR3DL1*094N,2.16.840.1.113883.13.252.2.1.816
KIR3DL1*095,2.16.840.1.113883.13.252.2.1.851
KIR3DL1*096,2.16.840.1.113883.13.252.2.1.866
KIR3DL1*097,2.16.840.1.113883.13.252.2.1.867
KIR3DL1*098,2.16.840.1.113883.13.252.2.1.868
KIR3DL1*099,2.16.840.1.113883.13.252.2.1.869
KIR3DL1*100,2.16.840.1.113883.13.252.2.1.859
KIR3DL1*101,2.16.840.1.113883.13.252.2.1.870
KIR3DL1*102,2.16.840.1.113883.13.252.2.1.875
KIR3DL1*103,2.16.840.1.113883.13.252.2.1.876
KIR3DL1*109,2.16.840.1.113883.13.252.2.1.890
KIR3DL1*110,2.16.840.1.113883.13.252.2.1.958
KIR3DL1*111,2.16.840.1.113883.13.252.2.1.960
KIR3DL1*112,2.16.840.1.113883.13.252.2.1.966
KIR3DL1*113,2.16.840.1.113883.13.252.2.1.974
KIR3DL1*114,2.16.840.1.113883.13.252.2.1.983
KIR3DL1*115,2.16.840.1.113883.13.252.2.1.986
KIR3DL1*116,2.16.840.1.113883.13.252.2.1.987
KIR3DL1*117,2.16.840.1.113883.13.252.2.1.988
KIR3DL1*118,2.16.840.1.113883.13.252.2.1.989
KIR3DL1*1190101,2.16.840.1.113883.13.252.2.1.1060
KIR3DL1*1190102,2.16.840.1.113883.13.252.2.1.1086
KIR3DL1*120,2.16.840.1.113883.13.252.2.1.1622
KIR3DL1*121,2.16.840.1.113883.13.252.2.1.1615
KIR3DL2*0010101,2.16.840.1.113883.13.252.2.1.65
KIR3DL2*0010102,2.16.840.1.113883.13.252.2.1.459
KIR3DL2*00102,2.16.840.1.113883.13.252.2.1.280
KIR3DL2*0010301,2.16.840.1.113883.13.252.2.1.317
KIR3DL2*0010302,2.16.840.1.113883.13.252.2.1.462
KIR3DL2*00104,2.16.840.1.113883.13.252.2.1.541
KIR3DL2*00105,2.16.840.1.113883.13.252.2.1.796
KIR3DL2*00106,2.16.840.1.113883.13.252.2.1.789
KIR3DL2*00107,2.16.840.1.113883.13.252.2.1.832
KIR3DL2*00109,2.16.840.1.113883.13.252.2.1.937
KIR3DL2*0020101,2.16.840.1.113883.13.252.2.1.66
KIR3DL2*0020102,2.16.840.1.113883.13.252.2.1.461
KIR3DL2*0020103,2.16.840.1.113883.13.252.2.1.463
KIR3DL2*0020104,2.16.840.1.113883.13.252.2.1.464
KIR3DL2*0020105,2.16.840.1.113883.13.252.2.1.465
KIR3DL2*0020106,2.16.840.1.113883.13.252.2.1.640
KIR3DL2*00202,2.16.840.1.113883.13.252.2.1.460
KIR3DL2*00203,2.16.840.1.113883.13.252.2.1.770
KIR3DL2*00204,2.16.840.1.113883.13.252.2.1.847
KIR3DL2*00301,2.16.840.1.113883.13.252.2.1.67
KIR3DL2*00302,2.16.840.1.113883.13.252.2.1.287
KIR3DL2*00303,2.16.840.1.113883.13.252.2.1.774
KIR3DL2*00304,2.16.840.1.113883.13.252.2.1.783
KIR3DL2*004,2.16.840.1.113883.13.252.2.1.68
KIR3DL2*00501,2.16.840.1.113883.13.252.2.1.69
KIR3DL2*00502,2.16.840.1.113883.13.252.2.1.600
KIR3DL2*00601,2.16.840.1.113883.13.252.2.1.70
KIR3DL2*00602,2.16.840.1.113883.13.252.2.1.930
KIR3DL2*0070101,2.16.840.1.113883.13.252.2.1.71
KIR3DL2*0070102,2.16.840.1.113883.13.252.2.1.295
KIR3DL2*0070103,2.16.840.1.113883.13.252.2.1.458
KIR3DL2*00702,2.16.840.1.113883.13.252.2.1.543
KIR3DL2*00703,2.16.840.1.113883.13.252.2.1.778
KIR3DL2*00704,2.16.840.1.113883.13.252.2.1.808
KIR3DL2*00705,2.16.840.1.113883.13.252.2.1.823
KIR3DL2*00706,2.16.840.1.113883.13.252.2.1.841
KIR3DL2*00707,2.16.840.1.113883.13.252.2.1.844
KIR3DL2*00708,2.16.840.1.113883.13.252.2.1.915
KIR3DL2*00709,2.16.840.1.113883.13.252.2.1.927
KIR3DL2*00710,2.16.840.1.113883.13.252.2.1.997
KIR3DL2*00711,2.16.840.1.113883.13.252.2.1.1608
KIR3DL2*00801,2.16.840.1.113883.13.252.2.1.72
KIR3DL2*00802,2.16.840.1.113883.13.252.2.1.1692
KIR3DL2*00901,2.16.840.1.113883.13.252.2.1.73
KIR3DL2*00902,2.16.840.1.113883.13.252.2.1.134
KIR3DL2*00903,2.16.840.1.113883.13.252.2.1.457
KIR3DL2*01001,2.16.840.1.113883.13.252.2.1.74
KIR3DL2*01002,2.16.840.1.113883.13.252.2.1.784
KIR3DL2*01003,2.16.840.1.113883.13.252.2.1.840
KIR3DL2*01004,2.16.840.1.113883.13.252.2.1.883
KIR3DL2*01101,2.16.840.1.113883.13.252.2.1.75
KIR3DL2*01102,2.16.840.1.113883.13.252.2.1.544
KIR3DL2*01103,2.16.840.1.113883.13.252.2.1.549
KIR3DL2*012,2.16.840.1.113883.13.252.2.1.76
KIR3DL2*01301,2.16.840.1.113883.13.252.2.1.107
KIR3DL2*01302,2.16.840.1.113883.13.252.2.1.597
KIR3DL2*01303,2.16.840.1.113883.13.252.2.1.598
KIR3DL2*014,2.16.840.1.113883.13.252.2.1.135
KIR3DL2*015,2.16.840.1.113883.13.252.2.1.136
KIR3DL2*016,2.16.840.1.113883.13.252.2.1.137
KIR3DL2*017,2.16.840.1.113883.13.252.2.1.204
KIR3DL2*018,2.16.840.1.113883.13.252.2.1.205
KIR3DL2*01901,2.16.840.1.113883.13.252.2.1.206
KIR3DL2*01902,2.16.840.1.113883.13.252.2.1.931
KIR3DL2*020,2.16.840.1.113883.13.252.2.1.207
KIR3DL2*021,2.16.840.1.113883.13.252.2.1.210
KIR3DL2*022,2.16.840.1.113883.13.252.2.1.237
KIR3DL2*023,2.16.840.1.113883.13.252.2.1.279
KIR3DL2*024,2.16.840.1.113883.13.252.2.1.281
KIR3DL2*025,2.16.840.1.113883.13.252.2.1.282
KIR3DL2*026,2.16.840.1.113883.13.252.2.1.283
KIR3DL2*027,2.16.840.1.113883.13.252.2.1.284
KIR3DL2*028,2.16.840.1.113883.13.252.2.1.285
KIR3DL2*029,2.16.840.1.113883.13.252.2.1.286
KIR3DL2*030,2.16.840.1.113883.13.252.2.1.288
KIR3DL2*031,2.16.840.1.113883.13.252.2.1.289
KIR3DL2*032,2.16.840.1.113883.13.252.2.1.290
KIR3DL2*033,2.16.840.1.113883.13.252.2.1.291
KIR3DL2*034,2.16.840.1.113883.13.252.2.1.292
KIR3DL2*035,2.16.840.1.113883.13.252.2.1.343
KIR3DL2*036,2.16.840.1.113883.13.252.2.1.344
KIR3DL2*037,2.16.840.1.113883.13.252.2.1.345
KIR3DL2*038,2.16.840.1.113883.13.252.2.1.346
KIR3DL2*039,2.16.840.1.113883.13.252.2.1.347
KIR3DL2*040,2.16.840.1.113883.13.252.2.1.348
KIR3DL2*041,2.16.840.1.113883.13.252.2.1.507
KIR3DL2*042N,2.16.840.1.113883.13.252.2.1.539
KIR3DL2*04301,2.16.840.1.113883.13.252.2.1.540
KIR3DL2*04302,2.16.840.1.113883.13.252.2.1.936
KIR3DL2*044,2.16.840.1.113883.13.252.2.1.542
KIR3DL2*045,2.16.840.1.113883.13.252.2.1.545
KIR3DL2*046,2.16.840.1.113883.13.252.2.1.546
KIR3DL2*047,2.16.840.1.113883.13.252.2.1.547
KIR3DL2*048,2.16.840.1.113883.13.252.2.1.548
KIR3DL2*049,2.16.840.1.113883.13.252.2.1.572
KIR3DL2*050,2.16.840.1.113883.13.252.2.1.578
KIR3DL2*051,2.16.840.1.113883.13.252.2.1.580
KIR3DL2*052,2.16.840.1.113883.13.252.2.1.581
KIR3DL2*053,2.16.840.1.113883.13.252.2.1.582
KIR3DL2*054,2.16.840.1.113883.13.252.2.1.583
KIR3DL2*055,2.16.840.1.113883.13.252.2.1.579
KIR3DL2*056,2.16.840.1.113883.13.252.2.1.624
KIR3DL2*057,2.16.840.1.113883.13.252.2.1.599
KIR3DL2*058,2.16.840.1.113883.13.252.2.1.601
KIR3DL2*059,2.16.840.1.113883.13.252.2.1.602
KIR3DL2*06001,2.16.840.1.113883.13.252.2.1.603
KIR3DL2*06002,2.16.840.1.113883.13.252.2.1.934
KIR3DL2*061,2.16.840.1.113883.13.252.2.1.604
KIR3DL2*06201,2.16.840.1.113883.13.252.2.1.615
KIR3DL2*06202,2.16.840.1.113883.13.252.2.1.666
KIR3DL2*063,2.16.840.1.113883.13.252.2.1.702
KIR3DL2*064,2.16.840.1.113883.13.252.2.1.793
KIR3DL2*065,2.16.840.1.113883.13.252.2.1.794
KIR3DL2*066,2.16.840.1.113883.13.252.2.1.795
KIR3DL2*067,2.16.840.1.113883.13.252.2.1.768
KIR3DL2*068,2.16.840.1.113883.13.252.2.1.769
KIR3DL2*069,2.16.840.1.113883.13.252.2.1.771
KIR3DL2*070,2.16.840.1.113883.13.252.2.1.772
KIR3DL2*071,2.16.840.1.113883.13.252.2.1.773
KIR3DL2*072,2.16.840.1.113883.13.252.2.1.775
KIR3DL2*073,2.16.840.1.113883.13.252.2.1.776
KIR3DL2*074,2.16.840.1.113883.13.252.2.1.777
KIR3DL2*075,2.16.840.1.113883.13.252.2.1.779
KIR3DL2*076,2.16.840.1.113883.13.252.2.1.780
KIR3DL2*077,2.16.840.1.113883.13.252.2.1.781
KIR3DL2*078,2.16.840.1.113883.13.252.2.1.782
KIR3DL2*07901,2.16.840.1.113883.13.252.2.1.785
KIR3DL2*07902,2.16.840.1.113883.13.252.2.1.929
KIR3DL2*080,2.16.840.1.113883.13.252.2.1.786
KIR3DL2*081,2.16.840.1.113883.13.252.2.1.787
KIR3DL2*082,2.16.840.1.113883.13.252.2.1.788
KIR3DL2*083,2.16.840.1.113883.13.252.2.1.807
KIR3DL2*084,2.16.840.1.113883.13.252.2.1.825
KIR3DL2*085,2.16.840.1.113883.13.252.2.1.827
KIR3DL2*086,2.16.840.1.113883.13.252.2.1.829
KIR3DL2*087,2.16.840.1.113883.13.252.2.1.831
KIR3DL2*088,2.16.840.1.113883.13.252.2.1.834
KIR3DL2*089,2.16.840.1.113883.13.252.2.1.836
KIR3DL2*090,2.16.840.1.113883.13.252.2.1.838
KIR3DL2*091,2.16.840.1.113883.13.252.2.1.839
KIR3DL2*092,2.16.840.1.113883.13.252.2.1.842
KIR3DL2*093,2.16.840.1.113883.13.252.2.1.843
KIR3DL2*094,2.16.840.1.113883.13.252.2.1.845
KIR3DL2*095,2.16.840.1.113883.13.252.2.1.846
KIR3DL2*096,2.16.840.1.113883.13.252.2.1.848
KIR3DL2*097,2.16.840.1.113883.13.252.2.1.862
KIR3DL2*098,2.16.840.1.113883.13.252.2.1.888
KIR3DL2*099,2.16.840.1.113883.13.252.2.1.908
KIR3DL2*10001,2.16.840.1.113883.13.252.2.1.910
KIR3DL2*10002,2.16.840.1.113883.13.252.2.1.938
KIR3DL2*101,2.16.840.1.113883.13.252.2.1.911
KIR3DL2*102,2.16.840.1.113883.13.252.2.1.916
KIR3DL2*103,2.16.840.1.113883.13.252.2.1.924
KIR3DL2*104,2.16.840.1.113883.13.252.2.1.925
KIR3DL2*105,2.16.840.1.113883.13.252.2.1.926
KIR3DL2*10601,2.16.840.1.113883.13.252.2.1.932
KIR3DL2*10701,2.16.840.1.113883.13.252.2.1.933
KIR3DL2*10801,2.16.840.1.113883.13.252.2.1.935
KIR3DL2*109,2.16.840.1.113883.13.252.2.1.939
KIR3DL2*11001,2.16.840.1.113883.13.252.2.1.962
KIR3DL2*11002,2.16.840.1.113883.13.252.2.1.963
KIR3DL2*111,2.16.840.1.113883.13.252.2.1.998
KIR3DL2*112,2.16.840.1.113883.13.252.2.1.999
KIR3DL2*113,2.16.840.1.113883.13.252.2.1.1036
KIR3DL2*114,2.16.840.1.113883.13.252.2.1.1037
KIR3DL2*115,2.16.840.1.113883.13.252.2.1.1040
KIR3DL2*116,2.16.840.1.113883.13.252.2.1.1598
KIR3DL2*117,2.16.840.1.113883.13.252.2.1.1689
KIR3DL3*0010101,2.16.840.1.113883.13.252.2.1.77
KIR3DL3*0010102,2.16.840.1.113883.13.252.2.1.1344
KIR3DL3*0010103,2.16.840.1.113883.13.252.2.1.1353
KIR3DL3*0010104,2.16.840.1.113883.13.252.2.1.1376
KIR3DL3*0010201,2.16.840.1.113883.13.252.2.1.222
KIR3DL3*0010202,2.16.840.1.113883.13.252.2.1.1358
KIR3DL3*0010203,2.16.840.1.113883.13.252.2.1.1375
KIR3DL3*00103,2.16.840.1.113883.13.252.2.1.224
KIR3DL3*00104,2.16.840.1.113883.13.252.2.1.550
KIR3DL3*00105,2.16.840.1.113883.13.252.2.1.1365
KIR3DL3*0020101,2.16.840.1.113883.13.252.2.1.78
KIR3DL3*0020102,2.16.840.1.113883.13.252.2.1.1370
KIR3DL3*0020201,2.16.840.1.113883.13.252.2.1.79
KIR3DL3*0020202,2.16.840.1.113883.13.252.2.1.1594
KIR3DL3*0020203,2.16.840.1.113883.13.252.2.1.1606
KIR3DL3*0020204,2.16.840.1.113883.13.252.2.1.1605
KIR3DL3*00203,2.16.840.1.113883.13.252.2.1.180
KIR3DL3*00204,2.16.840.1.113883.13.252.2.1.178
KIR3DL3*00205,2.16.840.1.113883.13.252.2.1.198
KIR3DL3*0020601,2.16.840.1.113883.13.252.2.1.218
KIR3DL3*0020602,2.16.840.1.113883.13.252.2.1.1360
KIR3DL3*0020603,2.16.840.1.113883.13.252.2.1.1362
KIR3DL3*0020604,2.16.840.1.113883.13.252.2.1.1364
KIR3DL3*0020605,2.16.840.1.113883.13.252.2.1.1366
KIR3DL3*0020701,2.16.840.1.113883.13.252.2.1.230
KIR3DL3*0020702,2.16.840.1.113883.13.252.2.1.1383
KIR3DL3*00208,2.16.840.1.113883.13.252.2.1.383
KIR3DL3*00209,2.16.840.1.113883.13.252.2.1.554
KIR3DL3*00210,2.16.840.1.113883.13.252.2.1.560
KIR3DL3*00211,2.16.840.1.113883.13.252.2.1.790
KIR3DL3*0030101,2.16.840.1.113883.13.252.2.1.80
KIR3DL3*0030102,2.16.840.1.113883.13.252.2.1.303
KIR3DL3*0030103,2.16.840.1.113883.13.252.2.1.482
KIR3DL3*0030104,2.16.840.1.113883.13.252.2.1.642
KIR3DL3*0030105,2.16.840.1.113883.13.252.2.1.1330
KIR3DL3*0030106,2.16.840.1.113883.13.252.2.1.1334
KIR3DL3*0030107,2.16.840.1.113883.13.252.2.1.1335
KIR3DL3*0030108,2.16.840.1.113883.13.252.2.1.1336
KIR3DL3*0030109,2.16.840.1.113883.13.252.2.1.1355
KIR3DL3*0030112,2.16.840.1.113883.13.252.2.1.1531
KIR3DL3*00302,2.16.840.1.113883.13.252.2.1.559
KIR3DL3*00303,2.16.840.1.113883.13.252.2.1.1009
KIR3DL3*00304,2.16.840.1.113883.13.252.2.1.1014
KIR3DL3*00401,2.16.840.1.113883.13.252.2.1.81
KIR3DL3*0040201,2.16.840.1.113883.13.252.2.1.138
KIR3DL3*0040202,2.16.840.1.113883.13.252.2.1.486
KIR3DL3*0040203,2.16.840.1.113883.13.252.2.1.1348
KIR3DL3*0040204,2.16.840.1.113883.13.252.2.1.1351
KIR3DL3*00403,2.16.840.1.113883.13.252.2.1.1019
KIR3DL3*005,2.16.840.1.113883.13.252.2.1.139
KIR3DL3*0060101,2.16.840.1.113883.13.252.2.1.140
KIR3DL3*0060102,2.16.840.1.113883.13.252.2.1.1592
KIR3DL3*0060103,2.16.840.1.113883.13.252.2.1.1593
KIR3DL3*00602,2.16.840.1.113883.13.252.2.1.191
KIR3DL3*00603,2.16.840.1.113883.13.252.2.1.1352
KIR3DL3*0070101,2.16.840.1.113883.13.252.2.1.141
KIR3DL3*0070102,2.16.840.1.113883.13.252.2.1.1590
KIR3DL3*0070103,2.16.840.1.113883.13.252.2.1.1591
KIR3DL3*0070104,2.16.840.1.113883.13.252.2.1.1607
KIR3DL3*00801,2.16.840.1.113883.13.252.2.1.142
KIR3DL3*00802,2.16.840.1.113883.13.252.2.1.143
KIR3DL3*0090101,2.16.840.1.113883.13.252.2.1.175
KIR3DL3*0090102,2.16.840.1.113883.13.252.2.1.481
KIR3DL3*0090103,2.16.840.1.113883.13.252.2.1.484
KIR3DL3*0090104,2.16.840.1.113883.13.252.2.1.1332
KIR3DL3*0090105,2.16.840.1.113883.13.252.2.1.1338
KIR3DL3*0090106,2.16.840.1.113883.13.252.2.1.1371
KIR3DL3*0090107,2.16.840.1.113883.13.252.2.1.1379
KIR3DL3*00902,2.16.840.1.113883.13.252.2.1.223
KIR3DL3*00903,2.16.840.1.113883.13.252.2.1.382
KIR3DL3*00904,2.16.840.1.113883.13.252.2.1.563
KIR3DL3*00905,2.16.840.1.113883.13.252.2.1.612
KIR3DL3*00906,2.16.840.1.113883.13.252.2.1.1003
KIR3DL3*01001,2.16.840.1.113883.13.252.2.1.181
KIR3DL3*01002,2.16.840.1.113883.13.252.2.1.533
KIR3DL3*01003,2.16.840.1.113883.13.252.2.1.923
KIR3DL3*01004,2.16.840.1.113883.13.252.2.1.1345
KIR3DL3*01101,2.16.840.1.113883.13.252.2.1.182
KIR3DL3*01102,2.16.840.1.113883.13.252.2.1.188
KIR3DL3*01103,2.16.840.1.113883.13.252.2.1.977
KIR3DL3*01104,2.16.840.1.113883.13.252.2.1.976
KIR3DL3*01105,2.16.840.1.113883.13.252.2.1.1021
